#,Word,Pinyin,Part of speech,Simple Native‑Speaker Definition (in 简单话),isAtomic,modifyee,qualifiers,comment (native thinking & specificity note),speaking commonality index,writing commonality index,isIgnored
167,去,qù,verb (to go),(atomic – to move away from speaker),TRUE,—,—,Native thinks: “to move towards a place away from here.” Basic verb; atomic.,99,90,
897,去世,qùshì,verb (to pass away),死,FALSE,死,—,Native thinks: “to die (respectful).” Use 死. Not atomic.,70,80,
168,去年,qùnián,noun (last year),今年的前一年,FALSE,年,今年，前,Native thinks: “the year before this year.” Not atomic; defined via 年 + 前.,85,80,
1237,县,xiàn,noun (county),比市小的地区,FALSE,地区,比市小,Native thinks: “an administrative area smaller than a city.” Not atomic; defined as 小地区.,70,80,
91,参与,cānyù,verb (to participate),加入一起做,FALSE,加入,一起做,Native thinks: “to join in and do together.” Not atomic; defined as 加入做.,75,85,
46,参加,cānjiā,"verb (to join, attend)",去一个活动，成为其中的一部分,FALSE,去,活动，成为部分,Native thinks: “go to an event and become part of it.” Described via 去 + 活动.,85,85,
107,参展,cānzhǎn,verb,去展览会放自己的东西,FALSE,去,展览会，放自己东西,Native thinks: “to go to an exhibition and display your own items.”,40,65,
89,参考,cānkǎo,verb (to consult),看别人的东西来帮助自己,FALSE,看,帮助,Native thinks: “to look at others’ work to help oneself.” Not atomic; defined as 看别人帮自己.,70,85,
62,参观,cānguān,"verb (to visit, to tour)",去地方看,FALSE,去,地方，看,Native thinks: “go to a place and look.” Not atomic; defined via 去 + 地方 + 看.,80,80,
63,参赛,cānsài,verb (to enter a competition),参加比赛,FALSE,参加,比赛,Native thinks: “to join a contest.” Not atomic; defined as 参加比赛.,70,75,
449,又,yòu,"adverb (again, also)",(atomic – basic repetition),TRUE,—,—,"Native thinks: “happens again, or in addition.” Basic adverb; keep atomic.",90,85,
117,叉,chā,noun / verb,一头分成两三个尖的东西 / 分成两路,FALSE,东西 / 分,头有尖，分两路,Native thinks: “a tool with prongs” or “to split into two directions.”,60,65,
102,叉子,chāzi,noun (fork),吃饭用的有齿的工具,FALSE,工具,吃饭，有齿,Native thinks: “a tool with prongs for eating.” Not atomic; defined as 吃饭用的有齿工具.,70,65,
525,及,jí,"conjunction (and, as well as)",(atomic – and),TRUE,—,—,"Native thinks: “used to connect nouns, similar to 和.” Basic conjunction; atomic.",60,85,
325,及时,jíshí,"adjective/adverb (timely, in time)",在需要的时候正好,FALSE,时间,正好，需要时,Native thinks: “exactly at the needed time.” Not atomic; defined via 正好 + 时间.,75,75,
529,及格,jígé,verb (to pass an exam),考试分数够,FALSE,够,考试分数,Native thinks: “to have a high enough score on a test.” Not atomic; defined as 考试通过.,70,75,
889,友好,yǒuhǎo,adjective (friendly),对人好,FALSE,好,对人,Native thinks: “good towards people.” Not atomic; defined as 对人好.,75,75,
890,友情,yǒuqíng,noun (friendship),朋友之间的感,FALSE,感,朋友之间,Native thinks: “the feeling between friends.” Not atomic; defined as 朋友感.,70,75,
893,友谊,yǒuyì,noun (friendship),友情,FALSE,友情,—,Native thinks: “friendship.” Use 友情. Not atomic.,70,80,
345,双,shuāng,classifier (pair),(not used in 简单话 – use 个 or 两个),FALSE,—,—,Native thinks: “a pair of matching things.” Measure word ignored; use 个 or say 两个.,60,55,
1070,双方,shuāngfāng,noun (both sides),两边,FALSE,边,两,Native thinks: “both sides.” Not atomic; defined as 两边.,70,80,
330,反,fǎn,adjective/verb/adverb (opposite; to oppose),"(atomic – other side, to oppose)",TRUE,—,—,Native thinks: “the opposite direction; also to fight against.” Basic; atomic.,75,80,
332,反复,fǎnfù,adverb/verb/noun (repeatedly; to repeat),做很多次,FALSE,做,很多次,Native thinks: “to do many times.” Not atomic; defined as 做很多次.,65,80,
192,反对,fǎnduì,"verb (to oppose, to be against)",不同意,FALSE,同意,不,Native thinks: “not agree.” Use 不同意. Not atomic.,75,80,
334,反应,fǎnyìng,verb/noun (to react; reaction),对事做出的回答或变化,FALSE,回答/变化,对事,Native thinks: “the response or change caused by something.” Not atomic; defined as 做出的回答.,75,85,
367,反思,fǎnsī,verb,回头想自己做得对不对,FALSE,想,回头，对不对,Native thinks: “to think back about whether you did right or wrong.”,50,75,
335,反映,fǎnyìng,"verb (to reflect, report)",把情况告诉别人,FALSE,告诉,情况,Native thinks: “to tell others about a situation.” Not atomic; defined as 告诉情况.,70,85,
336,反正,fǎnzhèng,adverb (anyway),(atomic – regardless),TRUE,—,—,Native thinks: “no matter what; used to emphasize a conclusion.” Basic adverb; atomic.,75,80,
331,反而,fǎn’ér,adverb (on the contrary),却，没想到,FALSE,却,—,"Native thinks: “unexpectedly, instead.” Not atomic; use 却.",65,80,
366,反馈,fǎnkuì,verb,把意见或结果告诉回去,FALSE,告诉,意见结果，回去,Native thinks: “to tell back an opinion or result.”,50,80,
114,发,fā,"verb (to send, to issue)",送出去,TRUE,—,—,"Native thinks: “to send out.” Basic verb; keep atomic. (Note: many uses, but core meaning is “send, emit”.)",85,80,
354,发光,fāguāng,verb,发出光,FALSE,发出,光,Native thinks: “to emit light.”,65,65,
185,发出,fāchū,"verb (to send out, to issue)",让…出去,FALSE,让,出去,Native thinks: “to cause to go out.” Not atomic; defined via 让 + 出去.,75,80,
352,发动,fādòng,verb,让机器开始动,FALSE,让,机器，开始动,Native thinks: “to make a machine start moving.”,60,70,
118,发展,fāzhǎn,verb (to develop),慢慢变大变好,FALSE,变,大，好，慢慢,Native thinks: “change to become bigger and better over time.” Not atomic; defined via 变 + 大 + 好 + 慢慢.,80,90,
317,发布,fābù,"verb (to release, announce)",告诉大家,FALSE,告诉,大家,Native thinks: “to announce to everyone.” Not atomic; defined as 告诉大家.,70,85,
350,发愁,fāchóu,verb,心里担心,FALSE,担心,—,Native thinks: “to worry.” Use 担心.,60,60,
319,发挥,fāhuī,verb (to bring into play),用出能力,FALSE,用,能力,Native thinks: “to use one’s ability to the fullest.” Not atomic; defined as 用出能力.,70,85,
353,发放,fāfàng,verb,把东西发给很多人,FALSE,发,给很多人,Native thinks: “to distribute to many people.”,55,75,
320,发明,fāmíng,verb/noun (to invent; invention),做出新的东西,FALSE,做,新东西,Native thinks: “to create something new.” Not atomic; defined as 做出新东西.,70,85,
357,发炎,fāyán,verb,身体一部分红肿、疼,FALSE,身体,红肿，疼,"Native thinks: “a body part becomes red, swollen, and painful.”",55,65,
115,发烧,fāshāo,verb (to have a fever),身体热过正常,FALSE,热,身体，过正常,"Native thinks: “body hotter than normal.” Not atomic; defined via 热 + 身体 + 过正常. (In 简单话, could also be 身体过热.)",80,70,
117,发现,fāxiàn,"verb (to find, to discover)",看到原来不知道的东西或事,FALSE,看,到，新，原来不知道,Native thinks: “see something new that was not known before.” Not atomic; defined via 看 + 到 + 新.,85,90,
116,发生,fāshēng,verb (to happen),(atomic – basic verb for events),TRUE,—,—,Native thinks: “an event comes into being.” Basic verb; keep atomic.,90,95,
351,发电,fādiàn,verb,产生电,FALSE,产生,电,Native thinks: “to produce electricity.”,60,70,
349,发病,fābìng,verb,开始生病,FALSE,生病,开始,Native thinks: “to start getting sick.”,55,65,
355,发票,fāpiào,noun,买东西时拿的纸，写花了多少钱,FALSE,纸,买东西，花多少钱,"Native thinks: “a paper you get when buying something, showing how much you paid.”",65,70,
358,发育,fāyù,verb,小孩长成大的人,FALSE,长大,小孩,Native thinks: “a child grows into an adult.”,55,65,
356,发行,fāxíng,verb,印好并卖书、报、钱,FALSE,卖,书报钱,"Native thinks: “to print and sell books, newspapers, or currency.”",50,75,
316,发表,fābiǎo,"verb (to publish, issue)",在报纸或网上登出来,FALSE,登,报纸/网上,Native thinks: “to have something printed in a newspaper or online.” Not atomic; defined as 登出来.,70,85,
322,发言,fāyán,verb/noun (to speak; speech),说话,FALSE,说话,—,Native thinks: “to speak.” Use 说话. Not atomic.,70,80,
321,发起,fāqǐ,"verb (to initiate, launch)",开始做并带动,FALSE,开始,带动,Native thinks: “to start and lead something.” Not atomic; defined as 开始做.,65,80,
318,发达,fādá,adjective/verb (developed; to develop),很发展，好,FALSE,发展,好,"Native thinks: “well developed, good.” Not atomic; defined as 发展得好.",70,80,
186,发送,fāsòng,verb (to send),发出去，送,FALSE,发,送,Native thinks: “to send out.” Use 发. Not atomic.,70,75,
323,发音,fāyīn,verb/noun (to pronounce; pronunciation),说话的声音,FALSE,声音,说话,Native thinks: “the sound of speech.” Not atomic; defined as 说话的声音.,75,75,
341,叔叔,shūshu,noun (uncle),父亲的弟弟,FALSE,弟,父亲,Native thinks: “father’s younger brother.” Specific kin term; not atomic; defined via 父亲的弟弟.,75,60,
595,取,qǔ,verb (to take),拿来,FALSE,拿,来,Native thinks: “to take and bring.” Use 拿来. Not atomic.,75,80,
1077,取代,qǔdài,verb,顶替,FALSE,顶,替,Native thinks: “to replace.”,55,70,
596,取得,qǔdé,verb (to obtain),得到,FALSE,得到,—,Native thinks: “to obtain.” Use 得到. Not atomic.,70,80,
597,取消,qǔxiāo,verb (to cancel),不做了，收回,FALSE,不做,收回,Native thinks: “to stop doing; to take back.” Not atomic; defined via 不做.,70,75,
338,受,shòu,"verb (to receive, to be affected)",被影响,FALSE,被,影响,Native thinks: “to be affected by something.” Not atomic; defined as 被影响.,75,80,
684,受不了,shòubuliǎo,verb (to be unable to bear),忍不住,FALSE,忍,不住,Native thinks: “cannot stand it.” Not atomic; defined as 忍不住.,70,70,
686,受伤,shòushāng,verb (to be injured),身体被伤,FALSE,身体,被伤,Native thinks: “the body gets hurt.” Not atomic; defined as 身体被伤.,75,75,
340,受到,shòudào,"verb (to receive, to be subjected to)",同“受”,FALSE,受,—,Native thinks: “same as 受.” Redundant; use 受. Not atomic.,70,75,
1217,受灾,shòuzāi,verb,被灾伤害,FALSE,被,灾伤害,Native thinks: “to be hit by a disaster.”,55,65,
26,变,biàn,"verb (to change, become)",(atomic – become different),TRUE,—,—,Native thinks: “become not the same as before.” Basic verb; atomic.,90,85,
57,变动,biàndòng,verb (to change),变,FALSE,变,—,Native thinks: “to change.” Use 变. Not atomic.,65,75,
29,变化,biànhuà,verb/noun (to change; change),变的样子或过程,FALSE,变,样子，过程,Native thinks: “the process or result of becoming different.” Noun form of 变.,80,85,
28,变成,biànchéng,"verb (to become, turn into)",变到一种新的样子,FALSE,变,新样子,Native thinks: “change into a new form.” Defined via 变.,75,70,
59,变质,biànzhì,verb (to go bad),变坏不能吃了,FALSE,变,坏，不能吃,Native thinks: “to become bad and inedible.” Not atomic; defined as 变坏.,65,75,
1485,叙述,xùshù,verb,说事的过程,FALSE,说,事的过程,"Native thinks: “to narrate, describe.”",55,70,
104,口,kǒu,"noun/classifier (mouth; measure for family members, bites)",(noun: 吃饭说话的嘴; classifier not used – use 个),FALSE,嘴,—,Native thinks: “the mouth; also a measure word for people or bites.” Noun atomic? But we have 嘴 already. Use 嘴. Classifier ignored. Not atomic.,85,80,
794,口号,kǒuhào,noun,叫出来让大家听的话,FALSE,话,叫出来，大家听,Native thinks: “slogan.”,60,65,
675,口味,kǒuwèi,noun (taste),喜欢什么味道,FALSE,味道,喜欢,Native thinks: “the flavor one prefers.” Not atomic; defined as 喜欢的味道.,70,70,
796,口头,kǒutóu,noun / adjective,嘴上说的 / 不是写在纸上的,FALSE,说 / 不是,嘴上，纸上,Native thinks: “oral” or “superficial.”,65,65,
793,口感,kǒugǎn,noun,吃时嘴里的感觉,FALSE,感觉,吃，嘴里,"Native thinks: “taste, texture (in mouth).”",60,55,
795,口腔,kǒuqiāng,noun,嘴里,FALSE,嘴里,—,Native thinks: “oral cavity.”,60,60,
674,口袋,kǒudai,noun (pocket),衣服上的小袋子,FALSE,袋子,衣服上,Native thinks: “a small bag attached to clothing.” Not atomic; defined as 衣服上的小袋子.,75,65,
440,口语,kǒuyǔ,noun (spoken language),平时说的话,FALSE,话,平时说,Native thinks: “the language used in daily speech.” Not atomic; defined as 平时说的话.,75,70,
422,古,gǔ,adjective (ancient),(atomic – very old),TRUE,—,—,Native thinks: “from a long time ago.” Basic adjective; atomic.,70,80,
478,古人,gǔrén,noun,古代的人,FALSE,人,古代,Native thinks: “people of ancient times.”,55,70,
424,古代,gǔdài,noun (ancient times),古的时候,FALSE,时候,古,Native thinks: “the distant past.” Not atomic; defined as 古时候.,70,80,
475,古典,gǔdiǎn,adjective,古代传下来的,FALSE,古代,传下来,Native thinks: “handed down from ancient times.”,55,70,
425,古老,gǔlǎo,adjective (ancient),很老,FALSE,老,很,Native thinks: “very old.” Use 很老. Not atomic.,65,75,
476,古迹,gǔjì,noun,古代留下的东西,FALSE,东西,古代留下,Native thinks: “things left from ancient times.”,50,70,
222,句,jù,classifier (measure word for sentence),(not used in 简单话 – use 个),FALSE,—,—,"Native thinks: “a unit for counting sentences.” Measure word not used; ignore, use 个.",70,60,
223,句子,jùzi,noun (sentence),完整的话,FALSE,话,完整,Native thinks: “a complete unit of speech.” Not atomic; define as 完整的话.,80,85,
480,另,lìng,pronoun/adverb (other; separately),(atomic – different),TRUE,—,—,Native thinks: “different from this one.” Basic pronoun; atomic.,70,75,
481,另外,lìngwài,pronoun/adverb/conjunction (other; in addition),别的，之外,FALSE,别,—,Native thinks: “other; besides.” Not atomic; use 别的.,75,80,
